104,0,0,0.563022,-0.278836,-0.565839,0.775936,4.66736e-06
103,0,0,0.613933,0.487904,-0.39984,0.775936,3.71295e-06
102,0,0,1.24952,0.414593,0.475432,0.775936,2.31698e-06
101,0,0,1.10989,-0.013404,0.630669,0.775936,2.03223e-06
100,0,0,0.0700392,-0.626017,-0.0776207,0.775936,1.68228e-06
99,0,0,1.25899,-0.400074,-0.487712,0.775936,6.17066e-06
98,0,0,0.486544,-0.513996,-0.365691,0.775936,1.67592e-06
97,0,0,0.809473,0.00599222,0.630783,0.775936,3.71351e-06
96,0,0,1.35853,-0.469761,0.421008,0.775936,2.04505e-06
95,0,0,0.895316,0.499284,-0.385537,0.775936,1.54876e-06
94,0,0,0.345559,-0.518246,-0.359643,0.775936,2.4413e-06
93,0,0,0.0721363,-0.447209,-0.444889,0.775936,3.02492e-06
92,0,0,1.33799,0.560969,-0.288507,0.775936,4.31775e-06
91,0,0,0.24222,0.479776,-0.409558,0.775936,5.7946e-06
90,0,0,0.34372,-0.567649,0.275132,0.775936,5.28956e-06
89,0,0,1.37903,-0.406415,0.482441,0.775936,5.14519e-06
88,0,0,1.33051,0.0657004,0.62738,0.775936,2.59856e-06
87,0,0,1.04741,-0.593023,-0.21505,0.775936,2.18315e-06
86,0,0,1.13755,-0.619182,0.120568,0.775936,3.09516e-06
85,0,0,0.170311,0.59211,0.217551,0.775936,3.70429e-06
84,0,0,0.0113838,0.60824,-0.167234,0.775936,5.81537e-06
83,0,0,1.28391,0.561071,0.288309,0.775936,4.12883e-06
82,0,0,0.773128,0.534161,-0.335552,0.775936,4.15424e-06
81,0,0,0.81424,-0.199676,0.598375,0.775936,4.4112e-06
80,0,0,1.07455,-0.611639,-0.154338,0.775936,4.47688e-06
79,0,0,0.0528203,-0.61095,-0.157043,0.775936,3.44463e-06
78,0,0,0.196466,-0.0784529,-0.625914,0.775936,4.10153e-06
77,0,0,0.219196,-0.316844,0.545465,0.775936,3.6445e-06
76,0,0,0.459806,0.55983,-0.290711,0.775936,5.59561e-06
75,0,0,0.192666,0.594217,0.211728,0.775936,5.72237e-06
74,0,0,0.474174,-0.411811,0.477844,0.775936,5.107e-06
73,0,0,0.357815,0.310216,0.549262,0.775936,1.72648e-06
72,0,0,0.961951,-0.375884,-0.506591,0.775936,4.40557e-06
71,0,0,0.656688,0.478511,0.411036,0.775936,3.17907e-06
70,0,0,0.0233655,-0.481225,0.407855,0.775936,2.41549e-06
69,0,0,1.39616,0.0876463,-0.624692,0.775936,2.95559e-06
68,0,0,1.35288,-0.626607,-0.0727032,0.775936,3.82415e-06
67,0,0,0.999653,-0.350458,-0.524502,0.775936,2.4273e-06
66,0,0,1.40769,-0.509531,0.371888,0.775936,2.44662e-06
65,0,0,0.127892,0.0964429,0.623395,0.775936,5.91518e-06
64,0,0,0.670486,0.629641,-0.0384034,0.775936,1.65746e-06
63,0,0,0.034451,-0.474741,0.415384,0.775936,4.46174e-06
62,0,0,0.077219,0.414776,0.475272,0.775936,3.30379e-06
61,0,0,0.345512,0.412054,-0.477634,0.775936,2.76629e-06
60,0,0,1.13459,-0.19029,-0.601425,0.775936,5.76961e-06
59,0,0,1.06345,0.119522,0.619384,0.775936,1.48844e-06
58,0,0,0.835675,0.498835,0.386117,0.775936,1.82015e-06
57,0,0,1.3158,0.508614,0.373141,0.775936,4.93131e-06
56,0,0,0.890508,-0.569214,-0.271879,0.775936,4.55669e-06
55,0,0,1.09635,0.564623,-0.281289,0.775936,4.3705e-06
54,0,0,0.287392,0.364548,-0.514808,0.775936,3.18402e-06
53,0,0,1.33061,0.587798,0.228946,0.775936,5.49451e-06
52,0,0,0.847558,-0.622189,-0.10394,0.775936,3.66131e-06
51,0,0,0.49,-0.22567,-0.589063,0.775936,4.90341e-06
50,0,0,1.07195,-0.218523,-0.591752,0.775936,1.4596e-06
49,0,0,0.646678,-0.243604,-0.581876,0.775936,3.90677e-06
48,0,0,0.488407,-0.575544,-0.258209,0.775936,4.31798e-06
47,0,0,1.02679,0.401942,0.486174,0.775936,3.59296e-06
46,0,0,1.34077,0.630675,-0.0131074,0.775936,6.07699e-06
45,0,0,0.984382,-0.235316,-0.585277,0.775936,6.09079e-06
44,0,0,0.37043,0.622396,0.102692,0.775936,1.56795e-06
43,0,0,0.443102,0.205761,0.596309,0.775936,2.96392e-06
42,0,0,0.640508,-0.609238,0.163559,0.775936,3.1953e-06
41,0,0,1.08667,0.602352,-0.187336,0.775936,5.45162e-06
40,0,0,0.686405,-0.316381,-0.545734,0.775936,4.90169e-06
39,0,0,1.38292,0.574337,-0.260883,0.775936,6.18321e-06
38,0,0,0.963785,-0.297372,-0.556321,0.775936,4.24906e-06
37,0,0,0.656644,0.254556,0.577169,0.775936,2.36409e-06
36,0,0,0.410608,-0.620191,-0.115263,0.775936,2.32847e-06
35,0,0,0.70666,0.547145,0.313935,0.775936,5.98017e-06
34,0,0,0.721417,-0.371378,0.509903,0.775936,3.81969e-06
33,0,0,0.652288,-0.560342,0.289723,0.775936,3.66748e-06
32,0,0,0.533236,-0.44321,-0.448874,0.775936,4.14865e-06
31,0,0,1.24025,0.347631,-0.526379,0.775936,3.53306e-06
30,0,0,0.205571,-0.298196,0.555879,0.775936,3.72214e-06
29,0,0,0.320664,0.382458,-0.501646,0.775936,3.71595e-06
28,0,0,0.0309302,-0.538477,0.32858,0.775936,1.63462e-06
27,0,0,0.675743,-0.554948,-0.299926,0.775936,3.61849e-06
26,0,0,0.413136,0.518847,0.358776,0.775936,5.31814e-06
25,0,0,1.17516,0.409975,-0.47942,0.775936,3.19469e-06
24,0,0,1.19115,-0.608303,-0.167004,0.775936,5.92776e-06
23,0,0,0.48267,0.624412,0.0896247,0.775936,5.41998e-06
22,0,0,0.00410663,0.454018,0.437939,0.775936,1.94893e-06
21,0,0,1.13426,0.400162,0.48764,0.775936,5.98519e-06
20,0,0,0.40734,0.0474766,0.629022,0.775936,4.90343e-06
19,0,0,0.518117,-0.371911,-0.509515,0.775936,3.05345e-06
18,0,0,1.29564,0.619448,-0.119193,0.775936,5.14312e-06
17,0,0,1.22459,-0.477625,-0.412064,0.775936,5.34532e-06
16,0,0,0.685539,-0.358911,0.518753,0.775936,2.79542e-06
15,0,0,1.08294,0.457214,-0.434601,0.775936,1.53644e-06
14,0,0,1.12551,-0.479377,-0.410025,0.775936,3.06628e-06
13,0,0,0.500263,-0.396079,0.490963,0.775936,2.05982e-06
12,0,0,0.317,-0.0401373,-0.629533,0.775936,3.25088e-06
11,0,0,0.475044,0.63081,0.000958677,0.775936,1.68167e-06
10,0,0,1.14869,-0.421389,0.469418,0.775936,5.00004e-06
9,0,0,0.429145,0.602556,-0.186679,0.775936,5.99539e-06
8,0,0,0.449258,-0.290706,0.559833,0.775936,4.12706e-06
7,0,0,0.269972,-0.628103,0.0583929,0.775936,2.78088e-06
6,0,0,0.617472,0.502191,-0.381741,0.775936,5.26211e-06
5,0,0,1.02666,0.618378,-0.124626,0.775936,6.08672e-06
4,0,0,0.817631,0.594611,-0.210619,0.775936,2.97684e-06
3,0,0,0.944061,0.45386,-0.438102,0.775936,3.95482e-06
2,0,0,0.665012,-0.447791,-0.444304,0.775936,3.16419e-06
199,-0.00109879,0.000187899,1.84905,-0.478695,0.413327,0.774604,1.60875e-06
